,AP.27JZ,AP.2XNK,AP.3336,AP.352Q,AP.3FY5,AP.4HAU,AP.4M7L,AP.52RG,AP.5JDU,AP.5L2V,AP.5MX6,AP.62LT,AP.67ZV,AP.7GDN,AP.8MWD,AP.9D3B,AP.9LNA,AP.9PXS,AP.A5NG,AP.AAFC,AP.AGZG,AP.B2SL,AP.B9CH,AP.CT3G,AP.D35H,AP.D9X4,AP.DM87,AP.DMUM,AP.DT88,AP.E7CU,AP.E98M,AP.EPNF,AP.EZEX,AP.FX68,AP.HKYN,AP.HMFR,AP.HML4,AP.JBET,AP.JK59,AP.KX5B,AP.KXUT,AP.LWHD,AP.MAZ4,AP.N8FG,AP.NMZS,AP.QAHT,AP.QUHC,AP.RA2G,AP.RBLG,AP.SJVE,AP.SS2L,AP.U8MP,AP.W455,AP.WDKZ,AP.WPAM,AP.WTXJ,AP.XCJX,AP.XSR5,AP.XVLY,AP.YTZ8
AGPS,0.344242088,-0.461955614,0.394855206,-0.203568235,0.227510522,-0.262575212,-0.84205306,-0.382025001,0.096684633,0.620306612,-0.406628299,0.183660643,0.300026994,-0.328164671,-0.298888401,-0.221573445,-0.012625879,0.91420779,0.22428282,-0.58100967,0.106007389,0.754795527,-0.74581869,-0.091124128,0.175911633,0.26824442,0.184661494,0.560574635,0.466776614,-0.146560023,0.225608796,-0.395387974,-0.194411304,-0.111957238,0.079397445,0.08528932,-0.364569649,0.103411793,0.05901501,-0.630637057,0.351599801,-0.329166408,0.607154249,0.18190239,-0.832396882,-0.475113021,-0.063653234,-0.206915496,-0.161139617,0.108751424,0.226621893,0.15590245,0.10153737,0.017689308,0.967909115,-0.407367045,0.255089303,-0.566360201,0.303560161,0.087686225
KIF2A,0.30697402,-0.282656064,-0.129377436,-0.270661501,0.081386217,0.182695042,0.133882469,0.22506446,-0.157445912,0.156305378,0.260605232,-0.356177539,-0.168932747,-0.15294322,0.091261897,-0.150970299,0.026469098,0.147531984,0.212350167,0.325455291,0.349357678,-0.300684318,-0.3537718,0.192234295,-0.007462538,-0.542199002,0.946739131,0.542411863,-0.201060585,0.566098225,0.212600995,-0.326218627,-0.167740282,-0.62354015,0.309114146,0.905345606,0.064492823,-0.104570441,-0.048555272,0.074924306,0.155549443,-0.329722843,-0.08934039,-0.13861592,0.097216644,-0.347999502,-0.459000193,0.151429088,-0.304500298,-0.479940776,-0.203919228,-0.057921332,0.173739121,-0.47135919,0.381059321,0.596362467,0.381500314,0.1612688,0.17133508,-0.422785925
TK2,-0.235062293,-0.44666644,0.626848802,-0.410697245,-0.420734881,-0.502566297,-0.11018371,0.691442201,-0.558355226,-0.476706342,-0.134619302,0.213580471,-0.129822357,-0.226323373,-0.400961604,-0.199171046,-0.366680921,-0.283215787,-0.208955038,-0.476704308,-0.295542031,0.18590101,0.441008499,0.244058389,-0.131281388,-0.005892247,-0.205198142,-0.343849437,0.054807588,-0.253158634,1.542664295,1.215087102,-0.60039655,-0.666898126,1.088793553,0.074551189,0.557477425,0.6362864,-0.149620999,-0.048150267,0.518282994,0.204094972,-0.657767648,0.114512663,0.173458824,0.26753284,0.430749355,0.236543504,-0.150176071,0.398069298,-0.228398069,-0.381664536,0.046078259,-0.099191025,-1.18488253,-0.034826358,0.498916246,-0.421532192,-0.368643539,0.273741391
DDX39A,0.602092612,-0.249057498,-0.07330366,0.287045898,0.43969939,0.764998434,-0.017208548,0.219017437,-0.058765784,0.344956668,-0.405678015,-0.308414104,0.058870006,-0.119644424,0.384245793,-0.225148058,-0.23806489,0.352555328,-0.488997066,0.542343682,0.219089532,-0.179088894,-0.446099748,0.240709994,0.173266629,-0.100831577,0.382449692,0.284581272,0.160651136,0.148894102,-0.534323521,0.106379373,-0.595972129,-0.090738822,0.281066473,0.386187029,-0.255461051,-0.087589086,-0.288998097,0.26591557,0.232539366,0.291463,0.519906356,-0.304742572,0.458408368,-0.068864992,-0.186540005,-0.123472159,0.457780393,0.020757491,0.456474955,-0.530512576,0.352212528,0.114382481,0.372497718,0.250169302,0.406671895,-0.596419252,0.008648515,-0.197133149
PDLIM1,1.128608574,0.48437865,-0.10296593,-0.750841953,-0.598981283,0.923582841,-0.162532618,0.237645001,-0.282366087,0.263116488,2.115613131,-0.23509989,0.111065862,-0.108485098,0.19700345,0.931702029,1.370563128,-0.353100766,0.476413166,0.042409857,-0.234972264,-0.349106377,-0.579025672,-0.727809548,0.092067125,0.030921151,0.672651853,-0.787647562,0.64419891,0.36392863,-0.149775981,0.940614483,-0.850845391,-0.557816686,0.276435283,0.40211532,-0.262676769,-0.312946728,-0.334820462,-0.262220938,0.629533856,0.189648223,-0.3321192,-0.294782681,1.052074685,0.357176682,0.042888406,-0.498504517,-0.246794141,0.224340675,-0.388307353,-0.111104854,-0.278984,0.061620522,-0.498712773,1.290733614,-0.377511609,-0.310421436,-1.424893232,0.968137067
ACOT7,-0.357759541,-0.392092409,-0.441428638,1.991608776,-0.514462869,-0.297904963,-0.412372238,-0.885581845,2.359969022,0.581372748,1.037359964,-1.313064525,1.335399887,-1.472051758,0.08580803,-0.396597567,-0.437260214,0.90021859,0.37787112,-1.386164133,-0.713367929,0.084572263,-0.80664813,-1.346122848,-0.453874866,-0.740006976,0.238222457,0.413666979,-0.12197764,-0.076737811,-0.76701696,0.106164567,-0.341577291,-0.718078249,-0.981380045,0.057815226,-0.745291186,-0.743974105,-0.463166255,-1.191899842,-0.247391927,-1.268785565,0.03752159,-0.206119792,-0.10479712,-0.595483635,-0.59567864,0.009179748,-0.118288294,-0.941576518,0.417947864,-1.377139886,-0.433888383,-0.033134029,-0.261769606,1.149824072,-0.900335171,-0.612855677,0.390131902,-0.253084439
MYO1C,0.072774088,0.889733062,0.892058779,0.111312013,0.059365928,-0.536077265,0.587642023,0.525965827,0.012394431,-0.863475016,-0.394122146,0.5153406,-0.21473252,0.739758309,-0.177599433,0.372274316,1.141985623,-0.139014132,-0.092257541,0.685310644,-0.44816545,-0.270888129,0.347087703,0.247985527,0.650944603,0.034599753,0.745970097,-0.395805563,0.291253297,0.113522127,0.735412276,0.502360865,0.746512852,0.36442557,0.255304163,-0.384830876,0.33996456,0.364547446,0.390938279,-0.078777612,0.249037194,0.350279385,-0.899833692,-0.169147172,0.662904346,-0.09292907,0.783932791,-0.560925765,-0.661550011,0.320974067,-0.062116669,-0.462352271,0.834650049,0.364250118,-0.689601539,0.462572888,0.468319438,-0.41061731,0.088962004,1.052731171
MYO1F,0.368268551,-0.720931662,0.14746199,-0.773353258,0.068284345,-0.673685147,-0.464696277,0.350996263,0.42810547,-0.448134305,-0.686994163,0.768734407,0.015209888,-0.502684789,0.00448613,-0.701641934,0.078282266,-0.636907243,-0.058312703,-0.166683,0.447543109,-0.78980264,-0.784419612,-0.285776219,0.08794383,0.293740665,0.23991021,0.162980402,-0.083482014,-0.645481673,-0.130524798,-0.367077352,-0.689006628,-0.786693091,0.048935595,0.493238418,-0.247998037,-0.347118601,-0.10748439,0.168257188,0.061319552,0.00141824,0.233767521,0.673966278,-0.084754777,0.057623832,-0.4446709,-0.612182862,0.449180163,0.536323781,-0.538209922,-0.287849678,-0.007849692,0.032995493,-0.313976945,-0.25439511,0.648043511,-1.045112949,0.402314967,0.292552792
SNAP23,0.173123355,-0.323463963,-0.05736411,-0.656543433,1.084947626,-0.512613602,-0.365911966,0.234810999,0.230085958,0.126696601,-0.520015663,0.416420295,0.234261554,-0.1575068,-0.358398377,-0.300929067,0.384089631,-0.962972804,0.138673819,-0.250416902,0.070992689,0.085222585,-0.216880934,0.136213827,0.717016071,-0.228073623,0.332650702,0.263957796,0.398536466,-0.083763221,-0.185671355,-0.116506182,-0.062069723,0.034468658,-0.191978447,-0.061989529,-0.034935952,0.047597455,-0.268670801,-0.190685509,-0.431693472,0.214555283,0.672709993,0.805490678,-0.025369109,-0.072978912,1.07350464,-0.595970982,0.297629131,-0.081147864,-0.218410736,-0.547943776,-0.100180139,-0.249089546,-0.610214961,-0.380053384,0.511265298,-0.636838766,0.010558858,0.006298806
HAX1,0.026824871,0.106574608,-0.122682072,-0.352076867,0.11975155,0.076499359,0.103560976,0.432079877,0.139870868,0.274228603,-0.254249519,-0.299896772,0.025773002,0.540407911,-0.249152176,0.220770319,0.128817725,0.070143777,0.113379606,0.079237128,-0.320690276,0.762472962,1.098870082,0.552290484,-0.147004788,0.011017436,-0.197725712,0.86421046,-0.404359625,0.079817664,-0.022440985,-0.166680923,0.01887807,-0.317391288,0.670508937,0.098058427,0.09739128,0.580649805,-0.128934933,-0.269773068,-0.180600456,0.081093382,0.043419414,-0.075954007,-0.100004119,-0.054369082,-0.184567106,0.203766432,1.112854871,0.118898176,0.662052844,0.136251461,0.187412955,-0.060528829,0.605492469,-0.153477636,0.139576041,-0.021568899,0.056058547,-0.034274234
AIP,0.11322364,0.121993517,-0.695269851,-0.30339375,-0.36908285,0.771178522,-0.635147844,-0.113585061,0.043356026,0.152148502,0.773333262,-0.8806979,0.226556624,-0.592221342,0.654568019,-0.489768545,0.086379966,0.571682105,0.52636764,-0.909269056,-0.553650499,-0.478506146,-0.058420533,-0.317873705,-0.477037377,-0.185332753,0.060645395,-0.683191756,0.070969927,-0.451759468,-0.57641168,0.294208421,-0.239511752,-0.673901648,-0.38606585,-0.274044983,-0.772140968,-0.766400499,0.223935468,-0.268025084,0.494315599,0.009703519,0.401847378,-0.142989091,0.091670967,0.20579984,-0.013386976,0.117252232,0.608601289,-0.151086122,0.679659013,0.671910873,-0.11277316,0.243393846,-0.109217225,0.291865652,-0.240765593,0.314355834,-0.35186723,0.114442252
GTPBP1,0.148589141,0.413462281,-0.014375655,0.12819078,-0.189121868,0.295752608,-0.033718983,0.007100555,0.021148189,0.071069571,-0.046205279,0.016967989,0.067138233,0.238937222,0.400051147,0.146303121,-0.101548988,-0.367946841,0.223065791,0.183089336,0.226566234,-0.256953,0.328881645,-0.006491804,-0.110637979,0.131956208,0.57656402,0.154003981,0.282036797,0.11481684,-0.122689062,0.027909389,0.252783162,-0.139989512,0.073213998,0.085644511,0.148921602,-0.424523443,-0.373168494,0.063167084,0.005144429,0.20465086,-0.175108163,-0.052415224,0.525237778,0.305070692,0.165756772,0.129213014,-0.078270574,0.370172387,0.050013773,-0.308452976,-0.053451352,-0.243059194,-0.169521283,0.173030279,0.376733085,0.329337526,-0.118415986,0.210880704
LGALS9,-0.011730176,-0.641895744,0.518961478,-0.569859752,-0.926505808,0.419529731,-0.923219714,0.09300492,-0.81327971,-0.386786094,-0.041136142,0.966753734,-0.254446706,-0.669869003,-0.24911145,0.364807328,0.1868389,-0.752819698,-0.004186763,0.011696019,0.87871339,-0.487104768,-0.513544141,0.872614879,0.471797213,0.972914052,0.930464454,-0.622145556,-0.186540905,-0.297472619,-0.671562681,-0.995991362,-0.732579556,-1.029611731,-0.517237188,-1.281546256,-0.375867264,-0.584582761,0.037168283,-0.159888904,-0.357987356,-0.235111715,0.264387692,0.737342283,0.407701979,0.190172892,-0.362614998,0.039900886,-0.578403115,0.204780624,-0.338078652,0.970525781,-0.075214282,0.01267241,-0.996466837,-0.135812227,0.073427032,-0.800184202,-0.478393824,0.11621209
STXBP3,0.00745119,0.161027614,0.598818741,-0.16781538,0.024042908,0.143467144,0.530570264,0.559259796,0.090221494,-0.283489378,-0.206409383,0.151249038,-0.060649779,0.205272516,-0.275285338,0.27511308,-0.34709496,-0.253368322,-0.015674107,0.832637447,0.066440297,-0.247298531,0.150201488,0.025059118,-0.016571038,-0.018526215,0.413408494,0.296967634,0.328598986,0.173304298,-0.229444407,0.115105014,0.289793588,-0.0920938,-0.170849323,-0.050405771,0.431692023,-0.033352973,0.135116798,-0.009793639,-0.098052619,0.373184426,0.153507279,0.078561949,-0.208061925,-0.417162525,0.92122403,-0.086694926,-0.119600921,0.118185888,0.052539879,0.23720925,0.302082595,-0.037586803,-0.138146576,0.292228071,-0.06007622,0.01577609,-0.083469479,-0.051081612
AP4M1,-0.042138726,-0.04046785,0.082278237,-0.301132072,0.263019573,-0.003215817,-0.562961458,0.266036054,0.197460236,0.279555159,-0.294175854,-0.299033684,0.048671981,0.173167478,-0.14497045,-0.145367484,0.312375446,-0.072576,0.288427725,0.100940399,-0.069396919,-0.17200565,-0.176385546,0.690496214,0.386437286,-0.118215598,-0.171129871,-0.018026031,0.145535857,-0.451209545,-0.267777998,-0.187259125,0.142489244,0.284706507,0.530786884,0.361847948,-0.149952325,0.208288856,0.335851086,0.067343659,-0.182732391,0.211524187,0.395160276,0.125929876,-0.015646552,-0.153701673,0.010119307,-0.404861287,0.537504124,-0.210528515,0.172596523,-0.227602891,-0.33206459,-0.124349628,0.204342189,-0.13013834,0.122120629,-0.320904816,-0.122140089,0.120869783
ARVCF,-0.004497102,0.089368532,0.398052537,0.655790488,0.052988751,0.687800352,0.308589959,0.727771179,-0.40888905,-0.483532547,1.05348586,0.104813967,-0.329553335,0.526213406,0.08843101,0.882572659,0.455770653,-0.21149412,-0.516636425,1.312035938,0.229926552,0.376984448,0.57783127,0.107873035,0.294068646,0.097889795,0.684689367,0.441070506,-0.003029808,0.426516274,0.037739374,0.379284155,0.39259529,0.192938198,-0.401409822,-0.276202207,0.910461502,0.099494847,-0.339754773,1.472421789,-0.071070304,0.34029853,-1.273644681,0.902237079,0.720142142,0.20813228,0.098010205,-0.688239154,-0.567857285,-0.436474803,0.103515571,0.479737963,0.475857841,0.099365107,0.143937907,0.235053341,-0.172239171,-0.677249935,0.440285304,-0.16048352
SMAP,-0.547569163,1.920060042,-0.596768721,0.37550923,-0.502915094,0.185232068,-0.28071842,-0.084923275,-0.124650238,0.460414018,0.791451486,-0.450612207,-0.171767806,-0.15049845,1.280839977,0.070528924,-0.791008858,0.619148309,1.265034257,0.149743209,-0.701034809,0.069123406,-0.349550926,-0.431788813,-0.985102487,-0.211987664,0.122388777,-0.292122614,-0.218103693,-0.413248906,-0.312928057,-0.179187718,-0.825741404,-0.2569613,-0.274934062,0.266126949,-0.423694869,0.109074582,0.161794527,-0.437464225,0.831536759,-0.977469908,-0.046726511,-0.20485655,0.108826388,0.698932715,-0.446753188,-0.03762259,0.448408369,0.113582926,-0.443762039,1.451960645,-0.207300682,0.455596369,0.486798382,0.289737494,-0.073905492,0.788715141,-0.743688535,0.282309582
RAB27B,-0.863837705,-0.716813828,0.67554612,-2.338915627,-0.231044451,-1.217487218,1.743427961,0.969457414,1.145067086,-1.523296162,-1.543300551,-1.98105798,-0.695535257,-1.67059204,-1.122605283,-0.486165689,0.893992534,-2.1996908,-0.944741032,-0.889456311,-1.97102163,-0.732349925,0.059472132,0.993723473,-0.789706035,-0.89999509,-0.331446864,-2.551867232,1.483099485,-1.013672884,-0.483105997,-0.866380336,-0.334228868,1.391714484,5.045025816,-1.945850505,0.285491082,-1.180986506,0.888923134,0.546847238,-0.316508509,0.400901926,0.92803135,0.393560443,0.307740459,0.171494211,4.171954711,-1.163972635,-0.503692556,-0.83150337,-1.779621524,-1.320220255,-0.495768259,0.32814263,-1.544537296,-1.026806675,-1.768276995,-1.187593597,-2.09185105,-0.351089293
AP3B1,-0.071412598,-0.145060227,0.214743969,-0.638389483,0.041580991,-0.276932599,-0.190104285,0.228370719,-0.095413054,-0.229077123,-0.241031863,0.509294713,-0.106521936,0.347887926,-0.157726371,0.071721737,0.129988664,-0.277024246,0.081584518,0.172519019,0.012349914,-0.194815926,-0.09233318,-0.099138058,0.234669859,-0.313337553,-0.009052079,0.201232932,0.40832341,0.071372067,-0.014315486,-0.193526748,0.150810165,0.557119603,0.472106844,-0.1230111,0.27788193,-0.068832913,0.146513397,0.323541326,-0.003354991,0.554319812,0.13832348,0.175194915,-0.398802442,0.092498755,0.264191414,-0.193981595,-0.200832982,-0.091067241,-0.150038359,-0.214819674,0.12013282,0.001121657,0.009657235,-0.221905773,0.381394011,0.591862879,0.162818671,-0.145927574
SULT2B1,0.235562186,-0.836026783,0.447399938,2.609537235,1.607979774,-0.061010425,-1.5427819,-0.136693442,0.25504456,-1.083395175,-0.848543711,-0.630991319,1.783159617,-1.062040892,-0.043321046,-0.782974267,0.761472388,-0.49569284,-0.481094291,-0.656261392,0.093355469,-0.404820381,-0.555458823,-0.302878048,0.293216276,-0.030191959,0.122257413,-0.50866932,0.059059998,-0.613040904,-0.282898531,-0.06629294,-0.658934264,-0.099685231,0.75962079,0.872570441,-0.773052104,-0.446924789,-0.073790356,-1.252608734,-0.026973316,-0.279565962,-0.736816102,-1.611016494,-0.083916102,0.136693255,0.512222772,-0.430467412,2.203089173,-0.0243271,-1.565916457,0.092870939,0.807724949,1.139651409,-1.275254207,-0.07257466,1.542414244,-1.717984887,0.304968123,-0.257512692
APBB1,0.25462453,0.40698762,0.731105141,-0.882397779,-0.407326036,0.291233721,0.921827847,0.3999178,-0.081027759,0.190404517,0.238860276,0.209072144,0.125468445,0.444735345,-0.511177173,0.646286274,0.326883992,0.862880907,-0.261670924,1.347126879,0.513891776,-0.093121401,0.292580725,1.599042144,0.178708686,0.320513179,0.186154767,0.03980772,-0.127007151,0.33695922,-0.023669557,0.585486967,-0.269787026,-0.760061833,0.014466142,-0.038495453,0.337474132,1.161305801,-0.407664875,0.487464298,-0.165749276,0.156113787,-0.39460082,0.422150067,-0.038553821,-0.131380628,-0.240993523,-0.02179547,-0.291336029,0.174113686,1.268420343,-0.66668061,0.22534798,0.389148214,0.336635894,0.326248985,-0.7396576,-0.580908249,-0.510995656,0.394932126
LGALS8,-0.508833197,-0.260840794,0.255069501,1.506674692,-0.096257114,1.29603397,-0.98609353,-0.008910117,-0.298097849,-0.088203499,1.041994461,-0.362720683,-0.376095287,-0.391130745,0.170816777,-0.605344521,-0.352282053,0.296077568,-0.554083507,0.03889268,-0.42713676,-0.44525374,0.463031444,0.524676762,-0.546719691,-0.241127446,0.855411299,-0.449576538,-0.215862516,-0.175292532,-0.164109191,-0.426528234,-1.64678191,-0.358799048,-0.117938091,0.124573161,-0.385991533,-0.009369989,-0.293586079,-0.024038973,0.157827021,-0.883639845,-0.490500372,-0.429088543,0.395321961,0.292052835,-0.55308068,-0.502767013,0.67492841,-0.42912001,0.676130223,-0.51541079,0.202726289,-0.069850991,0.829305957,0.834864201,0.071738655,0.795994394,-0.099519146,-0.582434222
NDUFS8,0.438082169,-0.402178213,-0.230628783,-0.124544166,0.332729829,0.739528793,-0.049300467,1.608582975,0.029149357,-0.179824545,-0.055632755,0.101560423,0.246509651,-0.491270153,0.222267632,1.119504356,-0.198757919,-0.041318846,0.387924816,0.042789094,0.548823373,0.124498885,0.89017318,-0.062456356,0.358679729,0.184739683,0.817309754,0.392636873,0.410239326,0.204373272,1.018045994,-0.03094352,0.253346951,0.570382669,0.16069447,0.048624233,0.194335915,1.4417352,-0.025679054,0.397794398,0.218622051,0.41502049,-0.253620854,0.244200147,-0.355843607,-0.084215915,0.45099472,-0.012444836,-0.20318445,0.343750417,0.539899414,0.037109304,0.302895425,-0.462821287,0.417798501,-0.0868118,0.535749092,-0.03975512,0.580654143,0.018820705
NFKBIE,0.897505842,-0.431907113,0.269199515,-0.16647276,-0.434615293,0.882994391,-0.365794669,0.062299953,0.62687037,-0.627140598,0.471579433,-0.162467326,0.086950649,-0.756129459,-0.236599123,0.416884418,0.001918369,-0.36100021,0.453333315,0.436442756,0.58474506,0.330698483,-0.228468246,0.79662099,0.459324182,0.980002907,0.567524644,0.050123294,0.065523279,-0.035630323,-0.086087995,-0.308362985,-0.559216655,-1.294965306,0.697369288,-0.697721159,-0.36274936,0.511659867,-0.130117884,0.175590364,-0.646032167,0.594342141,-0.224094348,0.311201552,0.26713931,-0.370194095,-0.285794164,-0.228607169,-0.80139101,-0.453807239,-0.040484885,0.149959681,0.599827238,-0.032918368,-1.025233843,0.610017118,0.562489112,-0.67472836,-0.131040027,-0.030317713
PSMD11,0.263699509,-0.057749088,-0.082233696,0.538226059,0.031378068,-0.181119125,-0.272640003,0.052944692,0.009097796,0.29871141,0.392115786,0.062232875,-0.238465486,-0.014169708,-0.26686994,-0.131292339,-0.180150098,0.08135642,0.196212808,0.330335464,-0.170388288,0.301961283,0.262431078,0.249356744,0.106330393,-0.233775751,-0.134141985,0.746371349,-0.145805155,-0.178811126,-0.072377663,-0.6376009,-0.049834837,0.317211027,0.242034915,0.237334594,-0.148090164,-0.274522513,0.258776949,-0.149419368,0.038823754,-0.069869371,0.275435442,-0.090014948,-0.619655232,-0.390222954,-0.305027892,-0.066027313,0.109445463,-0.336047949,0.379655463,-0.099965631,-0.284291955,-0.53470607,0.362753853,-0.126305457,-0.215365747,0.052456345,-0.026174584,-0.204232554
PSMD12,0.113100157,-0.222970447,0.080054983,0.455171869,0.077195366,-0.110772912,-0.238028326,0.101649642,-0.18433127,0.216121833,0.389659361,0.102026683,-0.144679076,-0.107071546,-0.315882198,-0.084976759,-0.062904535,0.035091445,0.021601815,0.422918834,-0.127287497,0.048517171,0.171415616,0.323695691,0.188566332,-0.268692291,0.049476387,0.828511751,0.010258358,-0.204185719,0.000818621,-0.603464439,-0.09304903,0.364899697,0.140698289,0.208502578,0.00553467,-0.34128201,0.007132871,-0.164619434,-0.070141146,-0.042808758,0.134879328,-0.251851253,-0.482770468,-0.221967206,-0.199765937,-0.210517807,0.098567105,-0.46430408,0.026671064,-0.281961199,-0.158430212,-0.454974679,0.349873805,-0.030938638,0.127332789,-0.023938754,0.154146363,-0.150436802
PSMD9,0.707077918,-0.262951502,-1.021600011,0.718498393,-0.600068478,-0.14548402,-1.373126102,-1.050894827,0.206937331,0.187846383,-0.389873734,-0.551286004,0.6216867,-0.768833633,0.911387212,-0.340486466,-0.636301277,0.77309692,0.674175557,-0.637246092,-0.37442284,0.124265967,-0.392744063,0.094974206,-0.417170598,-0.094209721,-0.2883653,-0.433052226,-0.510452512,-1.025825154,-0.221119939,0.316982154,-0.716478726,-0.030823178,0.0792132,0.420983586,-0.350781702,-0.271268718,0.152441648,-0.670271116,0.921648664,-0.036721245,-0.658164437,-0.149959898,-0.060717457,0.240908939,0.002323671,-0.142020644,-0.256512691,0.50778507,-1.257385685,0.328108809,-0.128628587,0.457271821,-0.290628815,0.939684459,-0.447900693,0.06273861,-0.52700339,1.129666041
ATOX1,0.06757226,0.692304214,0.371426419,0.084377418,-0.672443538,-0.724349978,-0.633889698,-0.219739893,0.702807353,0.237855164,0.906663682,-0.427441052,0.420993961,-0.667181237,0.543458218,-0.149103926,-0.603654576,-0.377852297,0.378626414,-0.02457556,-0.366503853,0.227427058,-0.138678113,-1.072455132,-0.400279709,0.174335144,-0.04049814,-0.073174264,-0.314645844,-0.526982649,0.521172664,-0.081928807,-0.723751794,-0.706599007,0.815664117,0.698410378,-0.098715163,0.071657194,0.181993947,0.120323034,0.786416201,-0.286235206,-0.273246138,0.356109645,0.485602327,-0.37728231,0.26145811,0.541349316,-0.482352938,0.227615615,-0.857483316,0.735970251,-0.693433835,0.183011839,-0.826471594,0.490788006,-0.070217617,0.310538961,-0.517891962,1.33954114
MEN1,0.054616035,0.224455849,-0.062276491,0.715288471,-0.406427941,1.164435552,-0.161944367,0.474867984,-0.149536785,0.026914401,0.001718538,-0.317402105,-0.481343661,0.253073976,0.204257046,-0.225098988,0.42252915,-0.007555462,-0.219227651,0.190196762,0.741282134,-0.095700461,0.298480456,0.239872701,0.20814294,-0.029540753,0.142640318,0.076639455,0.241501171,0.102846742,0.217777607,0.645153152,0.326450513,-0.770107712,0.055475974,0.149206509,0.536571482,0.131477185,-0.115810487,0.164658602,0.496424613,0.586505345,-0.017028497,-0.267785391,0.854457852,0.280561049,-0.298281821,-0.314187728,0.537279813,-0.840711546,0.39899596,-0.921672469,0.529241476,-0.528239412,0.371791638,0.235232161,0.374527825,-0.090194469,-0.449004931,-0.361851657
CBX4,-0.543158432,0.00646252,-0.11340595,0.401249215,0.595302801,-0.203870367,0.095899473,0.297286867,-0.005122448,0.320239764,0.025498177,0.473746625,-0.139573529,0.561773026,-0.050129211,-0.215010993,-0.62836374,0.544941607,1.160854096,0.048975118,0.23874908,0.077989024,0.289431639,0.182689565,0.244866021,-0.766691298,-0.277079304,-0.017386768,-0.346409025,-0.158718188,-0.163807365,0.424692536,-0.030435654,-0.517258822,-0.068690316,-0.350736377,0.156165982,-0.696487211,-0.14529716,-0.100907722,-0.063359951,-0.127320828,0.193800678,-0.103963978,-0.019508877,-0.085058164,-0.095406431,-0.03703513,0.202281194,-0.352083707,0.375963469,1.262382914,0.018691696,0.539124573,0.479284832,-0.012275346,0.306275501,-0.026771843,-0.044765816,-0.011893645
PGRMC1,0.22661016,0.126525971,0.343575846,-0.481566802,-0.0367392,0.48706757,-0.520483128,0.685381811,-0.39855299,-0.342054246,0.03572277,-0.178230551,-0.213293658,-0.274644182,-0.399003305,0.445551563,-0.166603768,-0.07676014,0.00811019,0.410516147,0.54727572,0.507105625,1.129781487,1.204066951,-0.023681663,-0.003401242,-0.006758357,-0.437633907,0.049714632,1.178706405,1.06747886,0.38718077,-0.134954024,-0.604642378,0.339177814,-0.426308196,1.741612636,0.505486742,-0.406350862,-0.338731371,-0.438695136,1.109263573,-0.331404933,0.029057232,0.621787995,0.217083097,0.350980165,-0.104335655,-0.86034045,-0.258141084,-0.736652367,0.951568372,0.502584483,-0.594283815,-0.2329617,0.815876438,0.186901672,0.54798793,-0.330559979,-0.845515307
SUPT5H,0.237943125,-0.024756501,0.037367058,0.66004642,0.588010562,0.697890753,-0.176199973,-0.356693692,-0.180699527,0.386494732,0.112279944,-0.210989184,-0.019835302,0.100730113,0.219000915,-0.169167148,-0.130411542,0.21141775,-0.135607769,-0.015392527,0.295396485,-0.184290729,-0.029159413,0.251793823,0.259586109,-0.119908876,0.093508815,-0.059513849,0.145775668,-0.117676788,-0.406192904,-0.053869736,-0.247568112,0.315421249,-0.046060236,0.151742402,0.070468967,-0.071858612,-0.307645565,0.167704657,0.037262065,-0.178382306,0.224929838,-0.274838007,-0.11855059,-0.131259835,-0.116434701,-0.068177808,0.415890448,-0.328861381,-0.122675452,-0.14438609,0.086878973,-0.002657462,0.124780692,-0.012219754,0.125480537,0.668614388,-0.09607466,0.041643052
TAF4,0.002124782,0.336298108,-0.100696277,0.365424664,-0.153409571,0.77336599,0.619468225,0.082609838,-0.168639,0.303974349,-0.389294773,-0.31795234,-1.095170328,0.709734738,-0.022928114,0.536565925,-0.020085343,-0.552939201,-0.083323792,0.275241505,0.245194381,-0.877601303,1.033189018,0.462542663,0.008962941,-0.420503862,-0.289892089,0.323301714,0.08248358,-0.055763768,-0.90694261,-0.802360002,0.052710261,-0.380054205,-0.001817411,0.605123619,1.460274602,0.024817384,0.023218813,-0.078648603,0.030264732,-0.347315089,-0.040968364,-0.239767435,-0.026580428,-0.428549159,-0.123060056,0.84509796,-0.024465026,-0.333974713,0.93229854,-0.409222436,-0.400122931,-0.26062343,0.778921509,0.352357563,-0.089764439,-0.063430308,-0.360089409,-0.615954361
DFFA,0.128578313,0.37132863,-0.401347517,1.554542765,-0.054985567,0.773986696,-0.225036103,-0.038125553,0.13001589,0.293863044,1.411356462,-0.328668935,0.538835733,-0.151950117,-0.026080251,0.36985344,0.120904086,0.177727427,0.058111021,-0.067429015,-0.675717412,0.101743685,0.046451963,0.107895396,-0.229246108,0.307893927,-0.057088383,-0.383286807,-0.223949408,-0.148346055,-0.7239426,0.262364547,0.08140279,0.348903489,-0.086807871,0.432192839,-0.134139689,-0.160995083,-0.140716496,-0.380726947,0.589290252,-0.729110695,-0.705203494,-0.154037451,0.504350422,-0.265817575,-0.307235531,0.21398165,-0.108262341,0.042745277,-0.349684462,0.748042532,-0.340227095,0.396696187,-0.123624564,0.192393129,-0.16275739,0.497900632,-0.37528473,0.394026905
