,AP.27JZ,AP.2XNK,AP.3336,AP.352Q,AP.3FY5,AP.4HAU,AP.4M7L,AP.52RG,AP.5JDU,AP.5L2V,AP.5MX6,AP.62LT,AP.67ZV,AP.7GDN,AP.8MWD,AP.9D3B,AP.9LNA,AP.9PXS,AP.A5NG,AP.AAFC,AP.AGZG,AP.B2SL,AP.B9CH,AP.CT3G,AP.D35H,AP.D9X4,AP.DM87,AP.DMUM,AP.DT88,AP.E7CU,AP.E98M,AP.EPNF,AP.EZEX,AP.FX68,AP.HKYN,AP.HMFR,AP.HML4,AP.JBET,AP.JK59,AP.KX5B,AP.KXUT,AP.LWHD,AP.MAZ4,AP.N8FG,AP.NMZS,AP.QAHT,AP.QUHC,AP.RA2G,AP.RBLG,AP.SJVE,AP.SS2L,AP.U8MP,AP.W455,AP.WDKZ,AP.WPAM,AP.WTXJ,AP.XCJX,AP.XSR5,AP.XVLY,AP.YTZ8
BTAF1,0.208379987,0.34831031,-0.199699863,-0.19443826,0.044378969,-0.030063259,-0.25596625,0.024994944,0.233945383,0.45428843,0.020250541,0.098553515,-0.376768947,0.336917154,0.148163098,-0.09721337,-0.127372359,0.285578061,0.18190719,-0.139916411,0.062112395,0.408697493,-0.18152223,0.184185248,0.324892233,-0.301445649,-0.72927195,-0.254900526,0.040306544,0.14105364,0.015346188,-0.287129944,0.015323188,0.246066466,0.255049862,0.691546265,0.094559901,0.103528248,0.558983131,-0.324859552,0.122372351,-0.425380107,0.521477664,-0.087441429,-0.407321439,-0.708117815,-0.091583387,-0.032791639,0.049169095,-0.0881513,0.248738272,-0.425559395,-0.210832949,-0.266415212,0.563703299,-0.368420375,0.333618959,0.062868931,0.135323087,0.415909862
ATP2A1,-0.043886934,-0.1638179,-1.946046608,0.239857371,-0.031344548,0.080406433,-0.883127402,-1.130014065,1.687999883,1.364583692,0.653040349,0.040022146,0.078308665,-0.653707714,0.258678916,0.124146709,-1.098511911,0.611499508,1.530715508,-1.207446086,0.133329752,0.382832773,0.341324172,0.15706503,-0.516445909,0.884299091,0.240892595,0.228676994,-0.847175621,-0.837381824,-0.262081335,0.006882116,-0.115713874,-1.193516894,0.846429277,-2.362101819,-0.718860144,0.090216856,0.7413684,-1.087136813,0.490250293,-0.384490401,1.092816973,0.209046035,0.336444723,0.082904765,1.940507553,0.978838608,-0.077719725,0.597756812,0.029789279,0.31636301,-1.040778387,-0.31244552,0.712476304,0.258120867,-0.520642784,-0.32993467,0.41620585,-0.55025906
ARHGEF10,0.756471492,0.345557428,-0.111636097,-0.390147926,-0.408998901,0.492487217,-0.365691042,-0.049266215,-0.25835637,0.517899119,-0.033611379,0.312754643,0.2625851,0.300731452,-0.56331722,-0.078567483,0.28547524,-0.031097507,0.086405289,-0.890386835,-0.558086691,-0.836950253,-0.585463701,-1.256452888,1.086392021,-0.009847888,0.214828088,-0.434085119,-0.047004255,0.181139671,-0.293290101,-0.238533747,1.192149054,0.484118474,-0.06917355,0.354561538,0.149142644,0.350936908,-0.017831483,-0.832001637,0.231025381,-0.121402796,0.13595224,-0.270713525,-0.320372188,0.150709498,-0.0520368,-0.299091079,-0.277112963,-0.265609347,0.147458714,-0.801637527,-0.044742869,0.214666815,1.197828216,-0.497164308,-0.013555549,1.648716182,0.726312908,0.574442007
ZNF609,-0.062610397,-0.308738178,0.07822817,1.341454893,0.716275851,0.553629793,1.102752748,0.173225842,0.008536545,0.486270521,0.066940763,0.077120214,-0.388104613,0.075189078,-0.565610042,0.206715518,0.16322466,-0.405329505,0.310609104,0.072211037,0.750751408,0.061078429,0.614006146,0.621559922,0.159241422,-0.025923772,0.189112656,-0.061872188,0.129174932,0.471118812,0.216212162,-0.169883798,-0.292856259,-0.235702423,-0.70833769,0.215436741,0.060425271,-0.455673842,-0.510899524,-0.019927781,-0.550955263,0.245307569,0.25584895,0.009825932,1.014849418,0.233806666,-0.629672785,0.107744766,0.431034167,-0.280402355,1.09995777,-0.070699166,0.540131474,-0.244293776,0.66263932,0.512505647,0.20241152,-0.482759806,-0.278104567,-0.672835696
SPTBN2,-1.079756035,-0.133837518,-0.211087158,1.393775688,0.115163108,0.69682026,0.478188301,0.065172752,-0.200711023,-0.076659936,0.569518804,-0.569408057,-0.172674068,-0.054920294,0.417397939,-0.05171206,0.746263106,-0.225609806,0.368749158,0.828732418,-0.032882189,-0.101446904,0.337605676,0.246390581,0.061885697,-0.43474536,0.425389032,0.265308623,1.047566581,0.26305866,-0.47806642,0.253708827,0.354530555,-0.013295184,-0.136762999,-1.03354091,0.148184765,-0.061283738,-1.030660193,-0.788003227,-0.986657023,-0.82001465,0.321115426,-0.263347014,-0.178857155,-0.289193515,0.160011062,-0.791949985,0.439686487,-0.586706001,-0.034147874,-0.492504583,-0.247489277,-0.187081609,0.24061212,0.059105438,-0.553488468,1.272655636,-0.202372326,-0.758261751
MAST4,1.450658286,1.026508218,0.261891683,-1.925336477,0.207121094,0.393379397,0.534686862,0.680995433,0.230923695,-0.440688446,-0.146242778,0.198907955,0.426880062,0.005287954,-0.356445729,0.403205808,-0.070401656,-0.907902999,0.177590751,0.292678168,0.754971335,0.047789866,0.17596907,-0.035636744,0.82687814,-0.132535318,0.399924828,-1.315247259,0.38928078,-0.099833984,0.392101855,-0.082225212,-0.789716848,-0.208273362,0.386106776,-1.150454675,0.44709833,0.78698051,0.265302027,-0.096845256,-0.297258804,0.162013727,-0.410361569,-0.288522366,0.856271525,0.14036707,-0.020052547,-0.281298867,-0.703562138,0.362575065,-0.477103208,0.769324366,0.453565936,0.155718154,0.682354542,0.175506446,0.038037273,0.554942341,0.195630515,-0.274160955
SEC16A,0.196181159,-0.378032966,0.174788805,-0.724535053,0.054324569,-0.11353897,0.037402754,-0.350248578,-0.366277916,0.494837543,-0.537205313,0.321148759,-0.007630937,0.229877147,-0.258116605,0.056877155,0.177898918,-0.095937883,0.021286609,-0.529412333,0.13138324,-0.268780894,0.060525915,-0.370282667,0.487803461,-0.352604296,-0.410831046,-0.116952487,-0.274289971,0.261698114,-0.062529727,-0.400019577,0.534726773,0.822312939,0.490667899,0.368879484,-0.363118372,0.590302838,0.393630944,-0.184530946,0.134335757,0.238007551,0.696644101,0.128553002,-0.252023077,-0.267319806,0.25151975,0.442130515,-0.204370444,0.017073986,-0.151826218,0.382205925,0.291250003,-0.198375856,0.336179887,-0.095301282,0.2145871,0.70533621,0.258283039,0.29552453
PLXNB2,0.10232933,0.026599876,0.374940864,0.251301447,0.003031725,0.337053055,0.428292502,0.38258694,-0.067011414,-0.347908133,0.352155494,0.67106896,-0.232269654,0.257821461,-0.079750459,0.238674913,0.081331252,-0.343702794,-0.152262973,0.931699209,-0.066238234,-0.577539178,0.444792406,0.078395072,0.247739621,0.29456559,0.526681008,-0.096145604,0.619452386,0.172565071,0.034527406,0.192220063,0.184334196,0.119498017,0.305266782,-0.131359206,0.407690347,-0.134987621,-0.271703896,0.389470169,-0.073176863,0.461970358,-0.136851161,0.133056692,0.649524361,0.045054901,0.62223094,-0.38409852,0.073447375,0.335317224,-0.126318245,-0.272910356,0.218447687,-0.027099532,-0.079353316,-0.119472254,-0.141441831,0.010096422,-0.147944507,-0.0452358
KHNYN,-0.248726137,-0.580124155,-0.080430939,0.286068865,-0.278355553,0.521365389,0.158032535,0.24563243,-0.204103859,0.254317522,0.555244741,0.086854523,-0.03336371,-0.384256487,-0.04520227,0.079327151,0.01009955,0.083895693,-0.193676197,0.179537008,0.617695703,-0.081401885,0.052237975,-0.317698953,-0.080675735,-0.356523652,0.310266999,0.554515827,-0.342293485,-0.663320824,0.130334865,-0.460827719,-0.053182211,-1.16728781,-0.74116477,0.707434015,0.253134692,-0.17996537,0.249483999,-0.320020261,0.063343204,0.104751263,-0.006012044,-0.411717461,-0.246277266,0.155879087,0.267089303,-0.231585586,0.051802404,-0.005185336,0.018724986,-0.609519916,0.260264596,-0.406133392,-0.072276442,0.094039023,0.323695467,-0.942814034,-0.016743303,0.170501583
TECPR2,-0.181604984,-0.117627193,0.686619085,0.588308451,0.171954097,0.99439078,0.093359647,0.369459457,0.260557472,0.407705118,0.678480544,0.058577588,0.134435771,-0.340207293,0.356283523,0.092942781,0.005990529,-0.005486166,0.614685519,0.775177516,0.490146718,0.047270673,0.306695887,0.49923903,-0.033001847,-0.655842433,0.673642725,0.509723112,0.085041495,0.027077764,0.070959741,-0.580745803,-0.4963673,-0.296125695,-0.604982659,-0.1015425,1.034376751,-0.037691514,-0.096991827,0.234712777,-0.725420523,-0.268906266,-0.009367549,0.245787642,-0.577573736,-0.366498173,-0.30760265,-0.610843085,-0.160737892,-0.464348871,-0.159017161,-0.440893843,0.015723342,-0.244478543,0.532874327,0.430891242,0.082306734,0.152296087,-0.451075151,-0.151256446
U2SURP,0.01479134,-0.351817583,-0.169405329,0.683445537,-0.200512247,0.632952866,0.102032012,0.135243297,-0.359526186,0.618061816,0.110233285,-0.269847567,-0.475905163,-0.150638543,-0.353066803,0.231464634,-0.433013286,0.197341893,0.019231214,-0.050121436,0.220432896,0.256243505,0.093132135,-0.147257234,0.007927531,-0.435463644,-0.115432326,-0.022761707,-0.023106683,0.305445743,-0.3076221,-0.398379771,-0.066881964,-0.435354679,-0.367263055,0.118893216,-0.005680653,-0.295105732,-0.092173816,0.052569452,0.184215784,-0.348836975,0.51687295,-0.311705602,-0.121846535,-0.029533343,-0.145124108,0.165713568,0.661945976,-0.499625623,0.901470227,0.032964861,-0.031064973,-0.540050798,0.392910747,0.05818775,-0.024780616,0.381497124,-0.393384507,-0.278835608
SETD1A,-0.061873756,-0.161470028,-0.034683812,-0.195594791,0.08035579,0.683473934,0.39263105,0.659052664,0.066835031,0.314300137,0.110785722,0.381470694,-0.015478445,0.255790911,0.248967019,0.579826025,0.675289149,0.01586475,-0.417234836,0.041064021,0.589634296,0.276165641,0.444090792,0.342974843,0.358531635,-0.174882785,0.128778661,-0.030710933,0.182361797,-0.0588069,0.395315228,0.411183447,-0.146367307,-0.50695339,-0.37266646,-0.282337588,0.614954923,0.07201399,-0.635742988,0.485956579,-0.025974505,0.038314494,-0.199434221,0.018309081,-0.025403654,0.128773074,-0.183347047,-0.23129555,0.328459385,-0.03942209,0.389743392,0.289170605,0.028929612,0.055463501,-0.016306099,0.584933755,0.454873095,-0.197134855,0.000764334,0.210774685
TRANK1,0.053809288,-0.402738551,0.153201235,-0.835584886,0.071188325,0.285488624,0.186030714,0.67564949,0.162406419,-0.189566103,-0.04468158,0.156354305,-0.584448267,-0.385532327,0.695340144,-0.047097514,-0.090533121,-0.29609799,0.015772826,0.259753126,1.390473479,-0.374204749,0.082843188,0.375537717,0.647604042,0.04392818,0.409270585,0.037806392,0.297743049,-0.009185381,0.036879745,0.386065498,-0.526613342,-0.453606452,0.023762487,-0.169853751,0.320760198,0.084744437,-0.093458969,0.596788565,0.024646475,-0.013312691,0.11804825,0.479853656,0.531393149,0.38112268,0.315401036,-0.388097626,0.114185433,0.052644828,0.263162233,-0.248449889,0.296256203,-0.146603028,-0.278415988,-0.120635619,0.603786667,-0.071864086,-0.350974592,0.148898475
SYNJ2,-0.337715478,-0.558875904,0.053553991,0.009256922,-0.074377886,0.144191174,-0.21784463,-0.833987961,0.26197376,0.268061227,0.585810419,-0.035255276,0.184071684,-0.705601512,-0.211701918,0.115834743,-0.288756395,-0.293206417,0.341078174,0.044779914,-0.01827731,-0.137056263,-0.613454605,0.120546577,-0.134015334,-0.707374615,0.064915455,0.139007707,0.907010832,-0.052209648,-0.096216019,-0.475847657,-0.671051807,-1.229439572,-0.778347323,0.202957008,-0.377002399,0.125712342,-0.415847825,-0.225391496,-0.43379434,-1.009973441,0.042373491,-0.397114533,0.02870029,0.043889667,0.762785726,0.134030195,0.084229528,-0.482160342,0.757278464,0.365425998,0.050008877,0.123580998,0.206557892,0.825193984,0.33815123,-0.359198817,0.508234124,-0.646812586
SYNM,-0.29611149,0.6060449,0.499189258,-0.117678471,-0.165969615,-0.341842879,-0.1813503,0.055527758,-0.680797252,-0.518925147,-0.014870542,0.621418193,-0.172970846,0.990123937,-0.780935453,1.109522853,1.717804928,-0.264469346,0.05711222,1.187709473,0.016940688,-0.914158617,-0.734533497,-0.021403677,1.956079206,0.478326311,2.058300795,-0.78610954,0.013052026,0.161737449,0.236443677,0.713707328,0.409966594,0.098547943,-0.292983113,1.328033274,-0.375057117,0.066396035,0.107294172,-0.423760083,0.151343775,-0.149561094,-0.742044659,-0.016987696,0.178895633,-0.774054226,-0.2768256,-0.440825384,-0.580658179,0.274709641,-0.151175087,0.197882982,1.57699575,0.687560283,-0.076027805,0.017679174,0.57039946,-0.665942571,-0.486603027,1.588491579
KIF3B,0.037070362,0.054858957,-0.052930145,-0.138650364,-0.021193259,-0.011891836,0.598997825,0.02720243,-0.205242263,-0.04761397,0.176686458,-0.350548094,0.037832144,-0.184480337,0.064445843,0.293753428,0.551893273,1.463032547,-0.26964934,-0.242100627,-0.269568031,0.238301446,-0.107493639,0.351867509,-0.062136519,-0.131200959,-0.268283384,0.54996576,0.33570389,-0.01706869,0.073302178,0.084941328,-0.195772466,-0.208663996,-0.011205819,0.751250146,0.327329879,-0.143169501,-0.041634844,0.480581749,0.015283086,0.269920749,-0.246883933,-0.105988118,-0.361893621,0.302740041,0.116616693,0.530503976,0.31733885,-0.357185405,0.639588091,0.499328795,-0.247661668,-0.104082005,0.993535875,0.192150188,0.320899253,0.191901298,-0.064118871,0.31619605
PFAS,0.265162374,0.879098584,-0.702861448,0.079440264,-0.860693441,0.710610689,-1.101820125,-0.811523271,0.180684102,0.561655733,1.701951136,-0.501048159,0.476382627,0.387954563,1.023295504,-1.277924012,0.374990425,-0.029442678,0.758332552,-0.314982412,-0.120500624,0.707126648,-0.363749183,-0.476035013,-0.302465861,-0.370945419,-0.795605073,0.190713091,-1.124991925,-1.111587059,-0.478209931,0.36724902,0.292978452,-0.343726522,0.52694876,0.060579228,-0.157284685,0.456825357,0.083559801,-0.448433146,0.298834729,-0.32759578,-0.375300069,-0.680703595,0.465481635,0.528943664,-0.293312477,-0.129023394,-0.155329602,0.448649891,-0.545305632,0.318898929,-1.13087053,0.416039763,0.025435919,0.959418383,-0.15283256,0.367573262,-0.746453157,0.565448893
MCF2L,0.31284221,0.325690545,-0.076155386,-0.505203974,-0.029985144,0.621600087,0.485279913,-0.297011581,-0.040932021,0.442138657,0.221180468,-0.276086917,-0.035631211,0.030371797,0.874874454,-0.150997576,0.628708387,0.54190071,-0.36048707,0.602679564,0.331502906,0.5276994,0.04940674,-0.150426961,1.255854145,-0.100443952,0.837240645,-0.217934165,-0.752432013,0.888436699,-0.13990642,0.140880561,0.82853937,0.28804511,0.395872653,-0.260504501,0.288155072,0.494501668,-0.008124948,-0.572138076,-0.30514295,0.253647927,-0.348938636,-0.708912238,-0.097354233,0.467628201,0.185379055,-0.118736735,0.562890677,0.258145078,1.067838569,-0.264511585,0.527000387,0.634307352,0.960950899,0.670232739,0.142034929,0.311333224,0.153443713,0.407325068
DCLK1,-0.887779745,-1.282668576,-0.911901776,-1.105321207,-1.071427635,3.215811872,-0.022295895,-0.615402725,-1.39910971,-1.245805657,-0.480872425,0.522669829,0.631594437,-1.803100442,-0.721165672,0.260375716,0.720215643,1.969801556,-0.107177528,1.923656456,0.454886026,-0.615524334,-0.24236918,1.635232106,-0.50675619,0.841412841,1.251579587,-0.849871573,-0.82781228,0.109685415,-0.230974877,-0.608048955,-1.176920461,-1.727388543,-0.579884364,-0.025390729,-0.434648263,-0.695408763,-1.362276019,0.720686848,-0.727563724,-1.015781299,-1.048814004,0.191223434,-0.585655843,-0.28711033,-0.727412756,-1.289307041,-1.500335849,-0.748148988,-1.284064226,2.524415749,-0.713597458,-0.589877433,0.916123524,0.197456694,-0.92587785,-1.386408045,-0.033434899,-0.76634881
CEP290,-0.128765376,0.01752037,-0.163187475,0.36769222,-0.131571904,-0.201628284,0.060160684,0.058985176,0.292479726,-0.314264887,0.162542516,-0.003791759,-0.251211198,-0.077346971,-0.111665881,-0.007194906,-0.468400439,-0.144353652,-0.37384722,-0.239023326,0.239487388,-0.279098506,-0.160635411,0.076013118,0.440538813,0.112736268,0.003144075,0.027078047,0.286106377,-0.186328548,-0.254848363,-0.465035033,-0.375371067,-0.545492035,-0.416500073,0.377520779,0.910294839,-0.266537183,-0.12909388,0.356949767,0.017645696,-0.478237007,-0.239487101,-0.154434054,-0.158745806,-0.039068686,0.021744768,-0.770688381,0.264599616,-0.097464987,-0.2788593,0.001989816,0.088858033,-0.024304663,-0.289398145,0.199287197,-0.051392611,0.143962423,0.073077995,0.086793446
ANKRD28,0.334271036,0.267251883,0.345874219,-0.228370858,0.187095918,0.511528966,-0.352993226,0.01194841,-0.642036291,-0.871187867,0.358160824,-0.147698045,0.14739131,-0.011839657,-0.391989109,0.034413299,-0.136873778,-0.420109765,0.590233742,-0.159751505,0.118401464,0.134416273,0.274396429,0.747917318,-0.123036167,-0.087472426,0.288259944,0.462935931,0.178369309,0.407372887,0.724920135,0.175901036,0.427172452,0.082302532,0.212523921,0.188058423,0.194267959,0.069840799,-0.033719352,0.099289261,-0.72701296,-0.378627929,-0.19366652,-0.434747597,-0.120244181,-0.697526567,-0.613165778,-0.701007081,-0.456832894,-0.065984833,0.760818118,-0.608352065,-0.338776887,0.466825914,0.372654538,0.00022152,0.681743564,0.297242714,0.068797142,-0.306774748
ARHGEF11,-0.006519752,-0.042730053,0.637364684,-0.391359335,-0.056601832,-0.014754439,0.284552816,-0.190715338,-0.00237697,-0.470994056,-0.305271461,0.243478023,-0.217736046,0.344429821,-0.229381284,0.643968127,0.21896228,0.174818805,-0.531997326,-0.198534111,-0.075656832,0.146337,-0.077748797,0.365540451,0.049599522,-0.414297681,-0.125990149,-0.149581917,-0.033851055,-0.067720882,0.243644553,-0.037684827,-0.615597977,0.368869885,0.232507836,-0.222189389,0.420217508,0.513387976,-0.075797266,0.043452658,0.066377327,-0.215201317,-0.141750452,-0.018199399,0.055140057,0.04356904,0.256959669,-0.343149229,0.00973604,-0.202968427,-0.232794982,-0.705449973,0.016436577,-0.039515462,0.446981369,-0.244829401,-0.489229547,0.109873559,-0.167655782,0.121771071
KIAA0391,-0.283230346,-1.10794866,1.911251907,0.093550158,-0.530619048,-0.562292695,-0.579311425,-0.202680053,-0.491226824,-0.490308275,0.252762971,-0.795301787,-0.693352763,-0.722725855,-0.173852872,0.102704139,-0.007123872,-0.136971438,0.030964523,0.673741956,-0.670376484,0.864480125,-0.457412455,-0.050418091,-0.805537687,-1.128809397,-0.302437987,0.86165017,-0.430544599,0.452006876,-0.578606119,-0.39616074,-1.111990044,0.082418496,-0.037106026,2.254278361,-0.255696936,1.851260483,0.455620538,-1.100007127,-0.940660643,-0.453714658,-0.159763205,-0.750176922,-0.647263932,-0.795109073,-0.253247333,2.125244265,-0.11954543,-0.348254779,-0.32551061,-0.403233145,1.230920273,-0.482242974,2.392197266,0.584570763,1.86703113,-0.388678777,2.54286335,-0.868429383
CHUK,-0.044067917,-0.231019012,-0.127793192,-0.300646671,0.075999648,-0.18177887,-0.08212888,0.161730067,0.32718047,0.082537906,-0.155944407,-0.459580021,-0.221531964,-0.444804288,-0.234494386,-0.269177712,0.013498598,0.228885818,0.022517914,-0.613632688,-0.096298351,0.019190549,-0.043968515,-0.362923114,0.062386134,-0.013015116,-0.124707861,0.081519688,0.166887812,0.172299556,-0.249923443,-0.09165405,-0.483795243,-0.90463061,0.97537422,-0.370121893,0.557421341,0.159953404,-0.359494853,0.119162697,-0.06539266,-0.048886796,-0.356279668,-0.084457898,-0.36689636,0.135215455,0.393134611,-0.411994621,0.434389099,0.402760357,0.210457026,-0.107903707,0.118090767,0.105607438,0.155247227,-0.425636107,0.746440605,-0.815373609,-0.066751475,0.501162732
LSM1,-0.225249641,0.388072227,-0.931272165,0.877472616,0.056049584,0.556501209,-0.316032543,-0.320751834,0.09082831,0.470781123,1.180380438,-0.398702119,0.241701634,-0.862195035,0.31791086,-0.091462063,-0.09320886,0.08116811,0.307936486,-0.87918926,0.379595234,-0.656628454,-0.643496079,-0.745853552,-0.646280683,-0.374890115,0.152475234,0.520338183,0.323153152,-0.129046007,-0.249189877,0.253711943,0.166751587,-0.392534465,-0.361095193,0.176480689,-0.35058385,-0.281798235,-0.566971253,-0.561525256,-0.575965711,-0.249922986,-0.344155771,-0.239997969,0.530354273,0.145356978,-0.118524164,-0.133486333,0.445454208,-0.160854758,0.233380035,0.568968657,-0.349767209,-0.077983842,0.384812972,0.433010748,-0.090631786,0.202609316,-0.297661128,0.28489475
FYB1,0.189398012,-1.705387359,-0.025400189,-1.761802512,-0.459053482,-1.018690472,-0.09370655,0.879661422,-0.058461848,-0.394959956,-0.847747394,0.243912388,-0.057083107,-1.146797279,0.334789764,-0.553655085,-0.510009878,-1.398594537,-0.003292851,-0.348096524,1.356628809,-0.964865114,-0.77297332,-0.648671116,0.558279235,0.52409436,-0.053378418,-0.937292053,-0.68212729,0.092731897,-0.81912281,-0.461347021,-1.26662759,-2.08238564,-0.328945663,0.006500328,-0.500622319,-0.535871075,-0.577762605,0.678959647,0.485832687,-0.272975035,1.101919773,1.486137261,0.529899869,0.112240599,-0.829572986,-1.373211568,0.036440172,0.033258639,-0.86912166,0.091280085,0.696802638,-0.589757228,-1.538228854,-1.074650855,1.023430563,-1.491881374,-0.308827204,0.285548249
NPC1,0.183769628,-0.552435682,1.400886395,-0.831642005,-0.530334493,-0.405030114,0.192963844,-0.077477325,0.347263423,-0.343457125,-0.698379841,-0.337845641,-0.654019303,0.141601283,-0.891663461,-0.229677398,-0.089447234,-0.443856824,-0.339288096,-0.099328797,-0.405919749,-0.277195,0.256073785,0.4539649,-0.421235831,-0.099501573,-0.934554518,0.848374574,0.091511889,0.353088142,2.998318577,0.17988974,-1.207023832,0.074997248,0.447236917,-0.171707452,1.072636846,0.580219381,-0.331747554,0.686258761,-0.201753343,3.008499082,-0.136954906,-0.241080931,-0.140398678,-0.03799119,-0.775685679,-0.22054378,-0.153090582,0.369884387,-0.081095313,-0.311002922,0.123304288,-0.27253556,0.221475559,0.341590126,0.879335282,-1.451492785,0.252493194,0.078494151
AGPAT2,-0.081516637,0.386700186,0.472975614,-1.305788639,0.339431565,-0.229437855,-0.131075375,0.231080823,-0.009931124,-0.239479873,-0.302111778,-0.148981843,-0.12760642,0.017663627,0.362836572,0.03684359,0.104381914,0.86839145,-0.176937987,-0.399076145,-0.16027502,-0.154613192,-0.57898335,-0.890960409,0.245027266,-0.634910848,0.263683515,0.203037867,-0.460031583,-0.203599844,0.8710898,0.509589183,1.710383462,-0.268900635,0.913004322,-0.00194523,-0.443641285,0.953228033,-0.205605684,-0.015049015,-0.539328842,0.996344323,-0.935472433,0.262134392,-0.004249382,0.166991979,0.077049406,-0.613868632,-0.339060564,0.163533594,0.785930922,0.087486177,1.334541553,-0.348779682,-0.74593621,0.15321116,1.003909425,0.316054189,-0.654752837,0.271616245
DEGS1,0.779934514,0.36653182,0.159144813,0.262311715,0.37514026,0.266835465,0.43722491,0.11799233,0.169913893,0.241345525,0.149160591,-0.178495093,0.354048918,0.401532745,-0.112868541,0.227888022,0.589299983,-0.066002222,-0.011995772,0.043660858,-0.046692354,-0.101419414,0.225458356,0.354591077,0.137375846,0.238893058,-0.10228691,0.140719488,-0.167083144,0.336402885,-0.049653573,0.313221144,-0.045989255,-0.059425332,0.000279109,0.072833535,-0.215231995,0.001519357,-0.260178101,0.204116419,0.833931519,0.117674896,-0.445856352,0.10466934,0.273930537,0.008621215,0.016459813,0.306657133,-0.177639403,0.441284099,-0.276428685,-0.115425221,0.115041482,0.527519019,0.398155878,0.063515608,0.575931535,0.095223363,-0.048697176,-0.094403311
SCAMP1,-0.063056636,0.821433959,0.724501252,-0.530016862,0.129229154,-0.43988529,0.298926074,0.324935347,0.104412423,0.11201538,-0.037912248,0.362822232,0.257698433,-0.110662383,-0.04912722,-0.210542358,0.239812212,0.046083035,-0.242796692,0.619249187,-0.031021369,-0.186292158,-0.242596813,-0.197118101,0.631276331,-0.31719703,0.026590153,-0.308951815,-0.02502527,-0.076505057,0.279097829,0.420872027,1.190163623,0.345732126,0.662179853,-0.099302821,0.632652087,0.214650553,0.266798089,0.115021783,-0.191349754,0.056148995,-0.203461678,0.079827279,-0.103349478,0.002300952,0.231365752,-0.075870405,-0.368310168,-0.19419753,0.362948224,-0.276122053,0.083533076,0.00279277,0.390762031,-0.01419991,0.646435372,0.610411872,0.171373742,-0.055993623
SCAMP2,-0.270096931,0.276564872,0.499042828,-0.536359216,0.695553335,-0.028047644,0.207295326,0.435441344,0.411369706,0.23532713,-0.163026577,0.3947899,0.22783802,0.162724506,-0.085057158,0.033781286,0.347122668,-0.109013318,0.136043139,0.122419576,0.413797369,-0.019176876,0.081889942,0.286643794,0.123054607,-0.139773921,-0.054742553,-0.413788851,0.183051213,0.094028407,-0.025669116,0.20048433,1.51463539,0.673618118,-0.019630166,0.288360863,0.067123029,0.125549279,0.369616644,0.378653751,0.03733467,0.695360489,0.509983045,0.565118738,0.278406212,0.22764312,1.000081587,-0.190673986,-0.049288502,0.039302726,0.625910157,-0.264596813,0.111101852,-0.243458815,-0.448749057,0.163580879,0.285907441,0.244324536,-0.240606873,0.266198904
ARPC1B,0.123985843,-0.510388715,0.38135344,-0.681236708,-0.465976334,-0.694417311,-0.824746675,0.219885311,0.202237987,-0.311448472,0.159118896,-0.034884305,0.072130182,-0.571035385,0.432021072,-0.420200918,0.062742252,-0.500720063,0.425476983,-0.604112308,-0.136814016,-0.44712292,-0.313593505,-0.716869976,-0.083203192,-0.15126806,-0.068803975,-0.278289892,0.533732541,-0.348561588,-0.39172376,-0.491880339,-0.595187661,-0.624429459,0.15078971,-0.439469843,-0.579461783,-0.104899707,0.053080126,0.005411989,0.39642533,-0.058053044,0.316721811,0.331367178,0.063405595,0.162669499,-0.090429418,-0.355404679,-0.016427233,-0.154010496,-0.449424539,-0.306682089,-0.230203605,0.023625825,-0.362149906,-0.037304724,0.437555159,-0.157937042,0.122914536,0.286253004
ARPC2,0.266989928,-0.239871216,0.192605221,-0.682212162,-0.025488442,-0.369483531,-0.307408464,0.138660847,0.244433714,-0.080588727,0.249049422,0.347196896,0.116562589,-0.207767026,0.184455584,-0.083842226,0.228593782,-0.289895887,0.194834574,-0.13149145,0.175892024,-0.122561938,0.036973843,-0.315414279,0.172740617,0.087278476,0.390952641,0.118348308,0.543615525,-0.366780888,-0.19157944,-0.16532244,-0.432990741,-0.582931325,0.334127322,0.11808793,-0.301223498,-0.335720764,0.101166096,0.046424347,0.177910056,0.018047155,0.560728611,0.449809439,-0.110615483,0.335587446,0.230507631,-0.193282779,-0.040873017,0.073591982,-0.037470884,-0.292259821,0.096009029,-0.174275151,-0.020438665,-0.07660085,0.212359535,-0.191833937,0.179386522,0.236191115
ARPC3,0.016206501,-0.234647762,0.357143375,-0.534682367,0.06432083,-0.135202349,-0.116154999,0.439232368,0.127817866,-0.118169301,-0.074908497,0.324583178,0.129144965,-0.370727654,0.289458883,0.051942204,-0.101519238,-0.479999187,0.21812378,0.005524562,0.0483164,-0.217986269,0.060423899,-0.317790234,0.120192644,0.113829736,0.149885004,0.202535123,0.532161666,-0.026268113,-0.207842884,-0.407379548,-0.464720176,-0.668320945,0.455699183,-0.019923809,-0.105132324,-0.227168218,0.034950786,0.389421523,0.05257441,-0.062822934,0.287669187,0.455692609,0.011165052,0.411524776,0.221867582,-0.253399705,-0.02161828,0.152046069,-0.334227201,-0.475900244,0.092735212,-0.224896149,0.037397635,-0.360825608,0.200926319,-0.288730525,0.224641926,0.168886384
