Gene	RNA_log2FC	RNA_Pval	RNA_FDR	Prot_log2FC	Prot_Pval	Prot_FDR	Meta_PVal	Meta_FDR
KRT82	0.132067344646714	0.492673411314045	0.836607854385389	-0.426720102714406	0.340260715186516	0.490578505099438	0.467029736792867	0.553472830026376
KRT84	-0.043362938502213	0.793569319722131	0.979412103366344	0.0199232515213361	0.962917797090464	0.978336817059887	0.969697454858627	0.975851250413852
KRT85	-0.11253745021254	0.564225137088366	0.884264705685994	0.187289665318505	0.525928408904313	0.659924012095821	0.657251547530268	0.723586792860788
KRT9	0.384035106185244	0.215924857674233	0.560646998873447	-0.449857872598058	0.14788638077575	0.273236326917389	0.141911716985665	0.217266949504976
KSR1	0.589236554162949	0.000635929662638975	0.0107916257351741	0.390381058239143	0.00736076802366583	0.0305021641822128	6.21253794223046e-05	0.000383637053754926
KTI12	-0.0287752091484745	0.766449800451025	0.979412103366344	-0.121464630001916	0.174265621431616	0.306363066631338	0.402455333644076	0.490802391543747
KTN1	0.0734761100880741	0.548827298484819	0.878758001615698	-0.179919462548962	0.194645413318366	0.332293761660547	0.345749697282449	0.435582825509098
KXD1	-0.094878359803519	0.285312332866524	0.650755327746932	-0.256074557949555	0.0185118812977098	0.0594723477640348	0.0329761595924552	0.0659157043736065
KYNU	0.813249059127891	0.0397985216076683	0.198580296752151	0.97286067358457	0.0191312150058464	0.0609222379985422	0.00622847844908847	0.0169727173492301
L2HGDH	0.475257038309395	0.0024676873816559	0.0288389079321958	0.124448658172484	0.261453415157502	0.410032194234649	0.00538469803524115	0.0150353003435433
L3HYPDH	0.184132520641071	0.093330703788835	0.342463756941303	-0.145810723972108	0.279287104801856	0.429420843287829	0.121132141854707	0.190788230172506
LACTB	-0.383877812502202	0.00265344320549376	0.0302933877570553	-0.565289952184111	5.05095036152476e-05	0.000983578927177737	2.25498815052721e-06	2.4474495010109e-05
LACTB2	0.0182206150404092	0.93348110505079	0.979412103366344	0.289810009392446	0.192774200141225	0.329690646872257	0.488579809207583	0.573103349199224
LAD1	0.422300592959962	0.0461532317320641	0.218928342024595	0.188566319540761	0.419029942405312	0.568022729806525	0.0956458691943433	0.156931474444474
LAIR1	-0.688313624627526	0.00173234528614533	0.0222693162864084	-0.558382703831049	0.00339339725559575	0.0172478816449306	7.66807956277532e-05	0.000454729289627438
LAMA1	0.914423186040412	0.0336807746322963	0.177778934141605	0.502825632413163	0.023552119817086	0.070656359451258	0.00645658219018099	0.0174795587409538
LAMA2	-0.800072984327165	1.32123954360527e-05	0.000688028822569279	-0.0561223406908291	0.735563644626628	0.829347192386665	0.000121885064667732	0.000667687099118248
LAMA3	0.321634073117983	0.432398691622202	0.790533081345991	0.058640618055219	0.846923502172485	0.906361074638064	0.734084261578711	0.788765832976148
LAMA4	-0.0631052831111045	0.717880143442364	0.965478916722893	0.167098179559347	0.331101603334635	0.482581854477395	0.579201929434562	0.65822004817263
LAMA5	0.550152062730395	0.00779265007838646	0.0648136820217853	-0.259409938423982	0.149348973483752	0.27507248130625	0.009026673595345	0.0231829062542166
LAMB1	-0.0368854404683576	0.813688614406202	0.979412103366344	0.249820579375964	0.107904029037788	0.217177181362336	0.301391133331459	0.390806140499854
LAMB2	-0.328905036425601	0.0361352804957829	0.186440332377334	-0.320961833154411	0.155575496210148	0.283657046969365	0.0347487417853115	0.0688889887555976
LAMB3	1.11776202284293	0.000813468432563085	0.0130228275942043	0.3104655805041	0.161271349361234	0.290494453285175	0.00130387156757075	0.00472479551546489
LAMC1	0.380429825580057	0.00289460987398596	0.0323005042918457	-0.114185051708984	0.529988457021635	0.663815119553007	0.0114748435277808	0.0282225249636532
LAMC2	0.56347441877472	0.129725886416428	0.418896680501047	0.335723640421391	0.256976896149306	0.405265552460815	0.1467175525102	0.223319118426607
LAMC3	-0.0113471030845622	0.967972432554751	0.985133220281358	0.100825408714593	0.440591200220656	0.586889677830664	0.789922012018332	0.835191350474173
LAMP1	0.0031205451898817	0.974340222253785	0.987862823431428	0.0932256980367681	0.495316144713872	0.634157915899011	0.834211148905619	0.870018553361876
LAMP2	-0.35633764696156	0.00187753667002905	0.0236857189858138	-0.255564733112924	0.181391937525408	0.314820654734091	0.00305998397415478	0.00947149969133576
LAMP3	-1.54588312433262	6.52830956011938e-07	9.44897231382659e-05	-1.1955682288242	0.000435455570646215	0.00415294660945891	6.53303229465808e-09	2.34686621661948e-07
LAMTOR1	0.106986449146437	0.191216505873705	0.524201266789562	-0.340748215068223	0.00104864403928087	0.00745745407499808	0.00190785017576324	0.00641559699068537
LAMTOR3	-0.0846914706110571	0.427900032494979	0.786834299004327	0.0932616727666016	0.559495977451093	0.690102441651162	0.581662825508376	0.660313678547339
LANCL1	0.267850137683142	0.0102800250992909	0.0786529868663032	0.0039915982557862	0.971130180314713	0.983007869305534	0.0559745401203681	0.101220175164422
LANCL2	-0.0478130710734588	0.745265621637892	0.979412103366344	0.130851035667979	0.459793352791905	0.60320319730842	0.709663326959159	0.768048142966227
LAP3	-0.196103363974999	0.129050444284716	0.417688641129277	0.62680151951292	0.00538843225851313	0.0242193171288778	0.00575151915518306	0.0158873756478846
LARP1	0.192410248968752	0.0415012424139643	0.204260726497828	0.130122013433909	0.117494075236995	0.231641607678529	0.0308338480066088	0.0625551214513659
LARP1B	0.492599369759201	2.25760622353311e-05	0.000995835071443979	-0.0288184512993796	0.791056308938873	0.87228135210146	0.000213110783935423	0.00105524438539793
LARP4	0.32883487174606	0.000179493503769185	0.00433530590999164	0.612733479530375	9.8251605462469e-06	0.000317854848983637	3.73096038354629e-08	8.93517179033905e-07
LARP4B	0.3319571579562	0.00686607269071081	0.0593659886137953	0.381847445190963	0.00109593631339259	0.00769537262340693	9.62968943391676e-05	0.000549679445761849
LARP7	0.0622626110953854	0.470149594259035	0.818694374935907	0.293857532590585	0.00137103610213355	0.00902600411828618	0.00538034065056653	0.0150287496601993
LARS	0.0168213917871745	0.877908788988312	0.979412103366344	0.0599424573086049	0.556392833985412	0.688170084139852	0.838441993681168	0.873515715744411
LARS2	0.326425891162136	0.00133675316895939	0.018629317336513	-0.016092522493094	0.904085993605645	0.944785994415781	0.0093279231557549	0.0238040443373636
LAS1L	0.0662625152689049	0.513330184519726	0.851162102016778	0.160997445265794	0.0350432973640676	0.0949394623834331	0.0902678417050411	0.149585565140844
LASP1	0.139734207875541	0.169816804770209	0.489353445325044	0.0725166360629888	0.510353562039721	0.646796569398761	0.298625988687112	0.388260551151923
LATS1	0.116194815538596	0.278577067848591	0.642614438445067	0.118317909621796	0.203161262439074	0.342834630365937	0.219129599463317	0.305264325459961
LBP	1.42735370616561	0.0409512571400215	0.202412754025196	-0.0492706359253021	0.784841194484635	0.867438068632024	0.142627008368805	0.218159469095539
LBR	0.545332045298677	2.53688861478172e-06	0.000225275708992617	0.344038780565336	0.00416952434514984	0.0198789970970387	2.04830583159178e-07	3.60965593718249e-06
LCK	-0.811570562615238	0.000757408188806745	0.01234442850194	-0.408418541876963	0.000630803097835065	0.00536183939265815	7.43137892602988e-06	6.68198114744828e-05
LCLAT1	0.488659613534272	2.75772330568072e-05	0.00115495159107183	0.0489968047669006	0.606471557775264	0.730182549162059	0.000200674559632923	0.00100498680266569
LCMT1	0.0794732649883443	0.398135028504086	0.761614660202101	0.116831035386187	0.178081387765491	0.311131639845445	0.258536935201177	0.3470693459977
LCN2	1.27761653395754	0.00231969925617771	0.0276148194652475	0.707377714826654	0.0665697656386809	0.152761360932163	0.00150960039739475	0.00532816918721472
LCP1	-0.926277480600876	1.31074184330625e-06	0.000145208733798793	-0.678102183158727	2.00593217549664e-05	0.000523586597971392	6.66825751177476e-10	3.92324567936858e-08
LCP2	-0.686990778227903	0.000621988138982748	0.0105961720367708	-0.444629975205395	0.000453622829518933	0.00423789475332166	4.53717492527714e-06	4.40142339067864e-05
LDAH	0.160909437368509	0.156498887714148	0.468112883503708	-0.135944026362018	0.231931460106655	0.377012411881313	0.156658666340487	0.235276682584977
LDB3	-0.834055227202699	0.0126403415441056	0.090681127320703	-0.420636993142434	0.0654605715424313	0.150943910273795	0.00669995302717726	0.0180468814055762
LDHA	0.748350580865857	2.02775098040929e-06	0.00019144761455639	0.630398156502751	0.000164830906260506	0.00213802814355621	7.62698985611363e-09	2.63837352800375e-07
LDHB	-0.0125615416695073	0.958161621580547	0.980027378836398	-0.166807781054896	0.473486117672328	0.615103787742212	0.812248961294556	0.853243953155198
LDHD	0.127320234104966	0.672001130393111	0.942154337934214	-0.183101034034288	0.310595519174334	0.461975195036788	0.535735300156865	0.616987386370545
LDLR	-0.872235021404076	0.00035151695365059	0.00704173828335225	-0.315761027795496	0.025997724835223	0.0758416386572368	0.00011517427687922	0.000638888045168173
LDLRAP1	-0.356330680034697	0.00671522798284454	0.0584799014282901	-0.482163220412005	0.000902843038372817	0.00679945291213712	7.88972296611327e-05	0.000463459198135207
LEMD2	0.150997407524272	0.139083335338944	0.436537477990991	-0.129657265494686	0.385204193802378	0.534136720380861	0.21037287128577	0.296642025711885
LEMD3	0.261826449922286	0.0143302723375992	0.0988491367265976	0.176489562627866	0.116847534195206	0.230725395581509	0.0123780271663467	0.0299509776512119
LENG1	-0.175535637849467	0.0911417887414076	0.337513601153055	0.172217314104963	0.0975718083208611	0.201494914172779	0.0508894942601629	0.0939689822512425
LENG8	-0.135682257856374	0.399914760469466	0.763243934273175	0.0579987614705426	0.568438764110788	0.697854361486543	0.564081568130389	0.644270479527708
LENG9	0.218929385327034	0.170635187239411	0.490593395619475	0.297932288412922	0.0546457823816585	0.132128608146697	0.0529175326581314	0.0969117166719505
LEO1	0.167191981901071	0.0792120908905018	0.309258817828896	0.336532486079607	0.00236908500021335	0.0133320127063004	0.00179794920004266	0.00612039928142084
LETM1	0.233139082932696	0.0528963160829292	0.238701241513819	-0.106576472585918	0.486457380639444	0.625973719146312	0.119910923762834	0.18909719814903
LETMD1	0.161542712816415	0.116769278240815	0.3935380193905	0.0487861451452923	0.619183665340653	0.741384561708403	0.262231449247641	0.350768598062723
LFNG	-0.18280707821058	0.484100721405886	0.829761805921504	-0.444832058232751	0.0793105757230165	0.174076311200648	0.16355383934578	0.243829666319167
LGALS1	-0.146793250777808	0.433848973683359	0.791693580541121	0.288141708337901	0.298091712331966	0.448995113292896	0.393853456228612	0.482162811349395
LGALS3	-0.475286166267181	0.00388319640406027	0.0398644902520869	-0.313568741903534	0.00564300337035553	0.0251409172977689	0.000257003881554383	0.00122783440087874
LGALS3BP	-0.498371122785276	0.0138249050250228	0.096487412794068	0.0961202699477461	0.678546375697933	0.785720338865898	0.053180802000452	0.0972746517863836
LGALS4	-0.587417702314431	0.463355803527519	0.815263638530124	0.105680801917346	0.862838128666643	0.917548814478746	0.766333936310507	0.81503427988554
LGALS7	1.23980365139231	0.0550556721307648	0.244887215976804	0.95311795053509	0.109781371836764	0.220198989769526	0.0369213700081091	0.0723895241932802
LGALS8	0.259556422121707	0.0609921775840973	0.261667353850639	0.26227396604942	0.0849692234362933	0.183533522622394	0.032455017695382	0.0651017160321865
LGALS9	-0.845308441370652	6.64575255756836e-06	0.00044448670599513	-0.452962408862261	0.00217850436453198	0.0125660092663231	2.75811482671875e-07	4.50954791799617e-06
LGALSL	-0.839597917187698	3.05174082737197e-05	0.001226566723488	0.221281592647693	0.0810075192610216	0.176933807129495	3.43885176238569e-05	0.000236821201553418
LGI2	0.500868112126664	0.13699821719158	0.432870831356276	0.281886663010115	0.309900620330619	0.461306612550798	0.176586135454667	0.258513245320782
LGI4	-0.381679573296429	0.0753113847708781	0.299206300024202	-0.129420848169006	0.532974436953225	0.667006469914835	0.169202336299699	0.250749674103799
LGMN	-0.321625954691131	0.0350258126923761	0.182656174246019	0.0228740488060151	0.890233911322781	0.935962579510032	0.139315601743247	0.214223628065366
LHPP	0.430964088248699	0.00920666801397976	0.0727116949097412	0.291364131502482	0.159303625227681	0.288588580176912	0.0110362453090428	0.0273690092761924
LIG1	0.239947320112685	0.0771875205792936	0.304323620720368	0.435273352309172	0.0121455367662979	0.0437653180021733	0.0074739146593087	0.0197472030885271
LIG3	0.117529211044682	0.293024455024146	0.660237316256285	0.0653556693601561	0.574982788071646	0.702597878423325	0.468539681351653	0.554998176769111
LIG4	0.118363423235233	0.239283465934403	0.592702141561366	0.0466728270570544	0.571332222718869	0.700232499523716	0.408749057901408	0.497098463645723
LILRB1	-0.506333845798216	0.0283297645117242	0.158686889092284	-0.459322456665336	0.00305349553326088	0.0160009050173767	0.000895784159792528	0.00347342980901389
LILRB2	-0.207656394195977	0.34300608714465	0.714762657008937	-0.246215095385459	0.180400305765829	0.31388663804868	0.23406026189783	0.321547761886484
LILRB3	-0.390214488250828	0.106834519604233	0.372537698990537	-0.410230427271837	0.00361933451556143	0.0180232916948886	0.0034250980331278	0.0103696647096965
LILRB4	-0.451903342967118	0.0921604140475994	0.339710769954156	-0.313321999167602	0.0953699345944334	0.198617801422871	0.0503999324472523	0.0934230452110814
LIMA1	-0.199009675502102	0.144606281423261	0.446283072959044	-0.131411057566604	0.344088081656236	0.494224986555476	0.199058980515918	0.284065833157933
LIMCH1	-0.31108370454956	0.127996723023195	0.415755979948582	-0.411355696969842	0.0246078996278602	0.0729841449844961	0.0212935560605548	0.0464969828102703
LIMD1	-0.127941686448677	0.417471333149101	0.777612362935653	-0.158448480150877	0.138215070160737	0.260681086005413	0.222291529579931	0.309131269127349
LIME1	-0.0240132111465713	0.917176780344787	0.979412103366344	-0.0390577679898839	0.770558691206854	0.857001734567483	0.952043606353598	0.962216938546474
LIMK1	-0.312451698657959	0.0396395518042087	0.198013097313597	-0.325827611776261	0.0105396469470002	0.0395314639677141	0.00366839484290792	0.0109378476720702
LIMK2	0.128839543390498	0.394570193750096	0.758317718413495	0.0805037457443493	0.49739390973818	0.635749073148649	0.515827902288899	0.598395604083629
LIMS1	-0.30640816902325	0.00390751733814011	0.0400418365238332	-0.257079641289803	0.0584572011239867	0.138915268227908	0.00214358839052193	0.00706212189328917
LIN7C	0.26733481868462	0.00406893836236043	0.0412718017150933	0.0665398520088215	0.573733781602679	0.702218829386195	0.0164813936857999	0.0378803363950468
LIPA	-0.864978398416153	2.03114380462676e-05	0.000920526034326539	0.148516266182517	0.577480318397951	0.704637042352884	0.00014489875233607	0.000763528545454949
LIX1L	-0.581508382976208	0.00107511858190601	0.0160202252875937	-0.611153087913111	2.16374886115882e-05	0.000549159460962109	4.3214066451515e-07	6.41939372814553e-06
LLGL1	0.103279754245551	0.432569119511138	0.790549036940226	0.0299227694306171	0.696637126555479	0.799426538295918	0.66280659487811	0.728200393608181
LLGL2	0.278190019755417	0.111093211257202	0.38195096080879	0.158488951256245	0.363712677392436	0.513450130928689	0.170059867849086	0.251720945437475
LMAN1	0.398564144329101	0.000124101290916719	0.00334214941050774	0.0188211720580795	0.900600687177075	0.942566822290893	0.00112873379443157	0.00421930612567009
LMAN2	0.0172407323930006	0.873808021336456	0.979412103366344	-0.128704481446399	0.290827617412685	0.441811947122942	0.60226161112007	0.677293347976026
LMAN2L	0.0561549038950693	0.644641227601644	0.928485603938442	-0.20311727500464	0.117159133606548	0.231160830080398	0.270629600021463	0.358918063784233
LMBRD2	-0.198408778781682	0.203416418605015	0.542988334019443	-0.299538623537091	0.0192310310948738	0.0611633545348242	0.0255984637622013	0.0538005506541063
LMCD1	-0.318437109046548	0.049256411333482	0.228554896220154	-0.263122457797357	0.157693120755764	0.286557379817276	0.0455000099534226	0.0857442810522003
LMF1	-0.754823852462027	4.27570480606812e-06	0.000323134116407531	-0.381613279215403	0.0462021917912953	0.116716485832423	3.24713618397377e-06	3.3236440502263e-05
LMF2	-0.181813387033669	0.0705405207701822	0.287483605336034	-0.288116352605207	0.0253992305893327	0.0746325448071401	0.0131233098009963	0.0314186262371675
LMNA	-0.105321688483899	0.396217711004998	0.760044721093464	-0.466209179606798	0.00763617011098455	0.0312758468128221	0.0205759512473496	0.0452719398469365
LMNB1	0.622154749767756	0.00167691073518609	0.021772703198558	-0.0251820979677644	0.851126771376353	0.90903061260479	0.0107786912544239	0.0268282415233362
LMNB2	0.523338911772534	0.00144354935576314	0.0196408419886835	-0.394127560720582	0.00431152974482447	0.0203815054082573	8.08305555941996e-05	0.000471360391350585
LMO7	0.0602419855888545	0.757208438764438	0.979412103366344	0.0177938567945782	0.913934850723317	0.950529502492726	0.946787596760144	0.958200856425815
LMOD1	-0.701402049722216	0.00352715775202625	0.0370938988458838	-0.496789768720854	0.0867947497572362	0.185946883694878	0.00278325229159138	0.00874168185068129
LMTK2	0.164940811876746	0.19850099239002	0.535639019425427	-0.052488828800108	0.663849511797014	0.776182706236403	0.39883761025833	0.486946833962458
LNPEP	-0.279808954525548	0.00630346640264742	0.0559262020213441	-0.184840958018668	0.0406065394776704	0.106635245372422	0.00237289054063986	0.00769207727534102
LONP1	0.0395329771341864	0.725613397413713	0.969161979584937	-0.39717924990936	0.0147504419592552	0.0505890575866513	0.0592655160574556	0.106143800570783
LONP2	-0.0218453681094717	0.817528690140524	0.979412103366344	0.212021155613003	0.0643568741577039	0.14912149721143	0.207549075999871	0.29364845306221
LOX	0.148711204198356	0.469771209087773	0.818330833746681	-0.154502614968438	0.259463429258184	0.407582948292101	0.378420817756915	0.467984169195576
LOXL1	-0.219323903767919	0.208993636518265	0.55117455508299	-0.391207417721231	0.0470482873471091	0.118343462127813	0.0552802724737262	0.100328927841555
LOXL2	0.842823301422321	0.00294686970944595	0.0327358286409758	0.599595791545724	0.00612021901377453	0.0266434234253169	0.000215040194040909	0.0010623526673152
LPA	-0.92942958593637	0.0800052565949566	0.311087762917664	-0.466034574576691	0.124582044733591	0.24173488496472	0.055900668942313	0.101135544391516
LPCAT1	-0.817084818625864	0.00995829668034821	0.0770209467797427	-1.05117901771101	0.00097941439455157	0.00714981898381175	0.00012228594157073	0.00066939234829047
LPCAT2	-0.441897176555226	0.0129226753153999	0.0921058694953438	-0.558311280962369	0.000274463263648082	0.00303781711302465	4.80572591839356e-05	0.000308491272012343
LPCAT3	-0.124831503459654	0.329255861234583	0.700729990070776	-0.595691631153952	0.000435803039264207	0.00415294660945891	0.00141327446941731	0.00504538310343342
LPCAT4	0.381616110839763	0.0609557330486988	0.261589988720354	-0.0674625555391967	0.690954403262519	0.795182410284283	0.175516329875999	0.257400984658188
LPGAT1	0.393700911714678	0.00748912921629472	0.0631109259495392	0.156692541549232	0.293145980112331	0.444371225687239	0.0156343520936762	0.0363245891927701
LPIN1	-0.360359431936102	0.0139108044965743	0.0968371926934481	-0.24843389862498	0.063414799074935	0.147432146612689	0.00708644612251098	0.0189106876526436
LPIN2	0.405267007770692	0.0983966771377016	0.35437769043662	0.283385777422714	0.336229712839462	0.48800095950432	0.145857224748035	0.222281293762455
LPIN3	-0.02691628667095	0.871274825028821	0.979412103366344	-0.200267737213246	0.130314720994331	0.249676971728947	0.360557446512951	0.450555766942541
LPL	-0.799312304852867	0.0609617371615836	0.261596001688849	0.482456798497761	0.147570270547974	0.272771415644483	0.0513766034867165	0.094599798238725
LPP	0.148492669214349	0.236177903049041	0.588317448436691	0.00410369744701866	0.977914019057538	0.987249713750211	0.569436815926948	0.649263193810598
LPXN	-0.691601644299836	3.13017801070951e-06	0.000258567262652097	-0.526025887879768	0.000327417761549925	0.00343856391233259	2.22384708078175e-08	5.85091034774692e-07
LRBA	0.390055365336471	0.00285343777020808	0.0319351270887093	0.128280407209279	0.368864504166796	0.517797628083699	0.00826927709056721	0.0214765514149177
LRCH1	-0.0514974477820873	0.709893579533941	0.961706746260867	-0.0563650417682223	0.589381171004491	0.715375137259396	0.782957392715894	0.829118146027942
LRCH3	-0.0174604409439345	0.872941185487205	0.979412103366344	-0.0808769267975724	0.35593308007529	0.505328076019627	0.673895894104991	0.737456080953793
LRCH4	-0.404976564106116	0.00320664261648195	0.0347454553250528	-0.403190770819423	1.03269111791501e-05	0.000326261832854975	6.0345896848491e-07	8.50763285380991e-06
LRG1	-0.610969165008579	0.00987989681885806	0.0766440480493231	0.0608208273098721	0.631285441545556	0.751502087543443	0.0379040218872217	0.0740054485344449
LRIF1	0.234769740582917	0.0413502453606835	0.203726911964812	0.199119300118155	0.0664000508632628	0.152509800082318	0.0189388239150165	0.0423588177994192
LRIG1	-0.0826926469090621	0.568439484307144	0.887100880691534	-0.048789195673833	0.648074511057245	0.763254342952802	0.736270230200883	0.790659839042972
LRMP	-0.64385404108768	0.00530152830872569	0.0497347913733862	-0.375728956089237	0.0284121260912025	0.0813270406234646	0.00147625682232061	0.00523521166415737
LRP1	-0.395433566977387	0.0108541459896784	0.0815956117573284	-0.412386494623415	4.87987620785245e-05	0.000960087272521668	8.18392377743029e-06	7.26250338063648e-05
LRP10	0.14063972444522	0.182638402568514	0.510540345140215	-0.00570965648346389	0.964176006421969	0.979223170987978	0.48192573708157	0.567346637383565
LRP2	-0.902705256228769	0.0977934787765017	0.352988185825732	0.208083204120582	0.498531806715852	0.637096538491859	0.196035736720698	0.280555262359138
LRPAP1	0.00582455783429481	0.959683696245123	0.980645342743396	0.259408443920259	0.125478185418502	0.242793114047389	0.375320095356094	0.464764957325279
LRPPRC	0.40340886067635	6.76794894186173e-05	0.00216209147984197	0.303643618618802	0.0711736240827942	0.160703502379651	6.37931916626709e-05	0.000391348709444562
LRRC1	0.383228912758297	0.0380177359824522	0.192517506135144	0.118211789456029	0.395752004950033	0.544384637131014	0.0781869993790837	0.132866331444283
LRRC14	0.179439552803551	0.140805110391835	0.439630920043717	0.199682427511788	0.0963711401519491	0.199889194744731	0.0719176153968589	0.124046265522929
LRRC15	0.0164932435896237	0.970558303925824	0.986160410411397	-0.0328226186162392	0.829332056563024	0.894663400208397	0.979596557393822	0.983241535300921
LRRC20	0.101652664634337	0.65099208170288	0.932436559739483	0.00181763197102613	0.993409101019003	0.996021349805415	0.928579564121285	0.943479263409606
LRRC40	0.161377365079972	0.126200443648253	0.412315240782841	0.11350969455263	0.302368248191124	0.454089120656256	0.162786011353259	0.242878809271476
LRRC41	0.164246587481634	0.114452414358428	0.38919162405422	-0.0729854512440787	0.526743816583604	0.66062055995183	0.229611665226665	0.316717438171246
LRRC45	0.331252401673188	0.0147664880095525	0.100957420434806	-0.225255201797114	0.0958705071093301	0.199333162515139	0.0107026869765521	0.0266910230914468
LRRC47	0.196576331384048	0.0382240627437393	0.193124957533314	0.0142543108008358	0.876498494292543	0.926768439875493	0.147284343116746	0.223953726448581
LRRC57	-0.0435261449995776	0.63974813423695	0.9251138550451	-0.0416482923759633	0.742507595782149	0.834313726638159	0.828622495911272	0.866302964803278
LRRC59	0.251610719380484	0.0154410558256757	0.104308342408749	0.17487649387057	0.136446534041401	0.258241091272987	0.0150906185625937	0.0353138433760413
LRRC8A	-0.0507449255907915	0.733438191017737	0.974180792645543	-0.0907984472275696	0.386050710088558	0.535115621083976	0.640415424741714	0.709336503656995
LRRC8C	-0.646154535368875	2.68899023480429e-06	0.000234028626377331	-0.683490360804559	8.26734129068441e-06	0.000292669509412481	5.67542084383967e-10	3.47423458154882e-08
LRRC8E	-0.385121960485495	0.0693819150767516	0.284473196239196	-0.371259891610251	0.0144464159626427	0.0497714982531953	0.00792378104546012	0.0207030129888484
LRRFIP1	-0.0298894320809691	0.762685479313548	0.979412103366344	-0.0479653981992179	0.62044590821509	0.742779110872594	0.827269627498067	0.865130672731359
LRRFIP2	0.033351549793351	0.743592177834298	0.978757918583478	0.0546321395394653	0.509835985116284	0.646550831225081	0.746819807832236	0.799012345250236
LRRK2	-1.88917190331215	1.35047321487728e-06	0.000146899021066756	-1.18692749831138	0.000340838362442631	0.00353311470720127	1.03562060907573e-08	3.29283284723993e-07
LRRN4	-1.60746684308143	0.00153385914195677	0.0205095250823168	-0.670265186692746	0.0486571593181613	0.121268612454494	0.000783867126766215	0.00312908045586036
LRSAM1	-0.0264200957765226	0.792124805520077	0.979412103366344	-0.17338681932587	0.0113683258315442	0.0417713211309102	0.0514189687362191	0.0946423380569207
LRWD1	0.136645482094973	0.229489083408854	0.578861283932892	0.33967541196682	0.000891437619878401	0.00673363346299463	0.00194235467041323	0.00650607833242114
LSAMP	-0.750700683072075	3.24501777513149e-05	0.00127803776989794	-0.842884901048503	7.59479574698557e-06	0.000280712499114311	5.69893103475092e-09	2.15062690361914e-07
LSG1	0.0563103927152691	0.602738611659406	0.900915813596186	0.31743648124764	0.00763167835360514	0.0312758468128221	0.0293553143220818	0.0601928947899547
LSM1	0.50364842528869	0.00022896782138998	0.00515762949870604	0.455835523958618	9.98898172532831e-05	0.00156475824566027	4.25259279620201e-07	6.3479153129653e-06
LSM12	0.358353664351548	0.000209159455400213	0.00483209356475809	0.494052421259077	4.587350282868e-06	0.000206367987206213	2.08828894869728e-08	5.61283993693025e-07
LSM14A	0.29650074061644	0.000783147436819344	0.0126370911781138	0.13913792092622	0.229316136719844	0.374334463404477	0.00172850935535522	0.00592722437045169
LSM14B	0.257750142383095	0.0584096125447128	0.254332666602769	0.307177313986269	0.0343671423067286	0.0935179779374792	0.0144750120236881	0.0340652881388969
LSM2	0.369056600088447	0.0204299423438379	0.126727186562431	0.562747892095252	6.19972684944346e-05	0.00111331887338827	1.8465989185978e-05	0.000142834235194231
LSM3	0.183478154886392	0.113972641837839	0.388050857523876	0.397299438739088	0.00047295563979799	0.00438621710282813	0.000583688797386212	0.0024419499966796
LSM4	0.363886004037822	0.00307741342971848	0.0337814571895146	0.625639845589506	4.68801426961836e-06	0.000207571217569312	2.74893621271521e-07	4.50439723276492e-06
LSM6	0.00648502533838791	0.945402461586273	0.979412103366344	0.691617186823306	1.45699176900538e-05	0.00041960308055713	0.000167947544010177	0.000867245368931612
LSM7	0.116953521617678	0.295261243809347	0.6632597390018	0.773966021388076	0.000481759570424731	0.00442474954066816	0.00140224473844567	0.00502039898690274
LSM8	0.170250551079761	0.112696003529416	0.385270649217022	0.278959109737874	0.00708011968022442	0.0296333571711876	0.00648975000337041	0.0175502757963025
LSP1	-0.745870920519611	0.000619358343738683	0.0105672090637517	-0.258600975428163	0.179944493391173	0.313308340425427	0.00112586168853877	0.00421464856551187
LSR	0.327497261446011	0.0561065786146233	0.247623598340162	0.126931560418047	0.244425992038142	0.390486677167103	0.0725375830549329	0.124884981701949
LSS	-0.0911619260493435	0.463213825212939	0.815263638530124	-0.105898199649662	0.289067095908702	0.440237715114764	0.403127383623754	0.491461545184645
LTA4H	-0.030841486769468	0.826363277970304	0.979412103366344	-0.158011545611466	0.224540449184903	0.368856737884326	0.498099429683172	0.581077117656933
LTBP1	-0.251689568345983	0.249981742371131	0.607467370622865	-0.229716989547747	0.386390931393546	0.535371551356774	0.322349409952676	0.411233531016971
LTBP2	-0.780027639318577	0.000247648529307646	0.00546135387358062	-1.10216451689264	0.000281286106953975	0.00308160060193894	1.21763302308378e-06	1.47697304358474e-05
LTBP3	-0.29092509878751	0.0686774989171068	0.282524764274847	-0.00263876195894346	0.989902855965738	0.994211890954113	0.250757972845196	0.338836449713364
LTBP4	-0.52531989248303	0.00384431540101104	0.0395582351747709	-0.572065793730888	0.00528196026508842	0.0238110393477698	0.00023969888159141	0.00116225181262233
LTF	-0.434586950976493	0.31030148977535	0.680364747951879	0.953685123743298	0.00475030472424301	0.0219337902791912	0.0110843235795172	0.0274517950898748
LTN1	-0.0610779089909128	0.505029001986711	0.845862555726416	-0.046613814169247	0.525639366391197	0.659838050866175	0.617541402992972	0.690552134565024
LTV1	0.199240663500569	0.150310207396288	0.456667898361266	0.387814088028243	0.00286599874901493	0.0152483166145326	0.00376935638047881	0.0111942094097527
LUC7L	-0.108409801332111	0.368884176683516	0.738704211743396	0.634315346771864	0.00657969851113299	0.0280032557092044	0.0170410932362078	0.0388671787495707
